t,Denmark,Estonia,Finland,Latvia,Lithuania,Sweden,Norway
06/01/2030 10:00,0.923734,0.95,0.584589,0.95,0.94999,0.752144,0.792147
06/01/2030 11:00,0.933869,0.95,0.587964,0.95,0.95,0.740244,0.795201
06/01/2030 12:00,0.936456,0.95,0.574539,0.95,0.95,0.73632,0.795863
06/01/2030 13:00,0.936979,0.95,0.566477,0.95,0.95,0.730155,0.795181
06/01/2030 14:00,0.93868,0.95,0.571688,0.95,0.95,0.730096,0.796312
06/01/2030 15:00,0.938704,0.95,0.563408,0.95,0.95,0.723813,0.795847
06/01/2030 16:00,0.94276,0.95,0.530936,0.95,0.95,0.716477,0.793617
06/01/2030 17:00,0.945485,0.95,0.496306,0.95,0.95,0.708091,0.79337
06/01/2030 18:00,0.947249,0.95,0.466893,0.95,0.95,0.704894,0.795948
06/01/2030 19:00,0.948575,0.95,0.440195,0.95,0.95,0.70622,0.797726
06/01/2030 20:00,0.949498,0.94986,0.407024,0.949999,0.95,0.704551,0.798677
06/01/2030 21:00,0.949438,0.929064,0.376961,0.949996,0.95,0.70497,0.798983
06/01/2030 22:00,0.94631,0.792559,0.313673,0.949996,0.949997,0.726714,0.799035
06/01/2030 23:00,0.94584,0.58929,0.296173,0.949823,0.949957,0.737185,0.799052
07/01/2030 00:00,0.945946,0.460915,0.321232,0.920464,0.949914,0.755226,0.798474
07/01/2030 01:00,0.947213,0.455482,0.362053,0.85235,0.94958,0.817229,0.796842
07/01/2030 02:00,0.94861,0.500638,0.362654,0.798944,0.943104,0.83883,0.791173
07/01/2030 03:00,0.946483,0.61231,0.373239,0.779441,0.943523,0.849076,0.780644
07/01/2030 04:00,0.941395,0.746028,0.390707,0.823951,0.941858,0.860284,0.767564
07/01/2030 05:00,0.933968,0.819659,0.407268,0.892063,0.943203,0.883935,0.743303
07/01/2030 06:00,0.924387,0.850881,0.440299,0.851239,0.949134,0.857631,0.703995
07/01/2030 07:00,0.914016,0.860152,0.503993,0.910286,0.90011,0.843739,0.643736
07/01/2030 08:00,0.894547,0.89221,0.562293,0.920834,0.801967,0.844837,0.578369
07/01/2030 09:00,0.873946,0.922868,0.602719,0.914321,0.95,0.848568,0.512887
07/01/2030 10:00,0.836408,0.941498,0.67143,0.936204,0.949989,0.827127,0.434445
07/01/2030 11:00,0.771128,0.945379,0.671531,0.94879,0.948032,0.811626,0.381302
07/01/2030 12:00,0.753239,0.945031,0.623545,0.949997,0.949483,0.789722,0.371425
07/01/2030 13:00,0.728497,0.944362,0.563603,0.949993,0.95,0.762872,0.34182
07/01/2030 14:00,0.686684,0.945419,0.529843,0.949976,0.95,0.752509,0.308365
07/01/2030 15:00,0.618671,0.94212,0.51629,0.949976,0.95,0.739529,0.271861
07/01/2030 16:00,0.523912,0.930803,0.543257,0.949967,0.95,0.755519,0.249306
07/01/2030 17:00,0.451847,0.875346,0.539725,0.948178,0.95,0.775947,0.268126
07/01/2030 18:00,0.347422,0.823809,0.55853,0.920803,0.95,0.791324,0.32543
07/01/2030 19:00,0.239723,0.757496,0.606678,0.876907,0.95,0.803107,0.357745
07/01/2030 20:00,0.159683,0.654151,0.649414,0.864134,0.949997,0.783892,0.362135
07/01/2030 21:00,0.117298,0.621468,0.670597,0.876226,0.94994,0.7451,0.379749
07/01/2030 22:00,0.061004,0.592128,0.686015,0.896163,0.949604,0.729353,0.415065
07/01/2030 23:00,0.067417,0.677932,0.708079,0.901649,0.94665,0.687253,0.503846
08/01/2030 00:00,0.133551,0.718634,0.709293,0.874131,0.936205,0.637504,0.629844
08/01/2030 01:00,0.280697,0.746336,0.710768,0.796089,0.916588,0.561727,0.747227
08/01/2030 02:00,0.451927,0.800727,0.686599,0.746196,0.855669,0.469948,0.784256
08/01/2030 03:00,0.5262,0.811887,0.64645,0.779749,0.815961,0.4283,0.783414
08/01/2030 04:00,0.579207,0.743843,0.556387,0.775493,0.770675,0.388965,0.776592
08/01/2030 05:00,0.622109,0.613618,0.431095,0.720021,0.69438,0.345807,0.763734
08/01/2030 06:00,0.684504,0.500717,0.306955,0.621854,0.600837,0.310504,0.743852
08/01/2030 07:00,0.765776,0.462913,0.247356,0.516735,0.504002,0.358512,0.732415
08/01/2030 08:00,0.84035,0.52049,0.263546,0.522234,0.47528,0.470453,0.725753
08/01/2030 09:00,0.878313,0.724267,0.347012,0.717279,0.628046,0.605987,0.723649
08/01/2030 10:00,0.922178,0.937683,0.426762,0.910298,0.81912,0.704967,0.740807
08/01/2030 11:00,0.932005,0.949476,0.52086,0.946021,0.909155,0.741087,0.757948
08/01/2030 12:00,0.935573,0.949969,0.589628,0.949933,0.943492,0.795123,0.764677
08/01/2030 13:00,0.932729,0.95,0.703592,0.95,0.949685,0.85445,0.76496
08/01/2030 14:00,0.932376,0.95,0.822186,0.95,0.95,0.91593,0.770071
08/01/2030 15:00,0.932381,0.949999,0.900711,0.95,0.95,0.939046,0.776706
08/01/2030 16:00,0.935433,0.94998,0.92331,0.949995,0.949901,0.940101,0.78149
08/01/2030 17:00,0.936899,0.9499,0.934132,0.94996,0.949826,0.943671,0.78456
08/01/2030 18:00,0.936741,0.949999,0.939616,0.949999,0.949679,0.944331,0.781585
08/01/2030 19:00,0.937315,0.949999,0.944567,0.95,0.94992,0.944205,0.766936
08/01/2030 20:00,0.936282,0.949996,0.945556,0.949999,0.95,0.94194,0.747868
08/01/2030 21:00,0.93979,0.949999,0.940589,0.95,0.95,0.914892,0.734826
08/01/2030 22:00,0.941912,0.95,0.911819,0.95,0.949993,0.843999,0.731749
08/01/2030 23:00,0.941374,0.95,0.864562,0.95,0.94998,0.763414,0.716588
09/01/2030 00:00,0.940867,0.95,0.829181,0.95,0.94967,0.726638,0.689992
09/01/2030 01:00,0.938161,0.95,0.762638,0.95,0.949092,0.717266,0.66861
09/01/2030 02:00,0.929896,0.949998,0.704294,0.95,0.94973,0.736402,0.664606
09/01/2030 03:00,0.9162,0.949994,0.600541,0.95,0.949997,0.803572,0.673874
09/01/2030 04:00,0.908134,0.949895,0.5251,0.949982,0.95,0.884283,0.678863
09/01/2030 05:00,0.906711,0.949471,0.522499,0.949769,0.95,0.911158,0.682798
09/01/2030 06:00,0.909098,0.949135,0.525493,0.949597,0.95,0.903675,0.695938
09/01/2030 07:00,0.904994,0.947769,0.5443,0.948772,0.95,0.881919,0.703107
09/01/2030 08:00,0.892179,0.948441,0.559374,0.94783,0.949994,0.872014,0.701322
09/01/2030 09:00,0.847405,0.949548,0.623416,0.948525,0.949982,0.904018,0.695511
09/01/2030 10:00,0.731188,0.949783,0.730962,0.949638,0.949981,0.919219,0.669656
09/01/2030 11:00,0.631687,0.949653,0.837521,0.949239,0.949949,0.892116,0.615618
09/01/2030 12:00,0.621154,0.949745,0.893796,0.947605,0.949382,0.845229,0.544128
09/01/2030 13:00,0.607417,0.948438,0.850356,0.940922,0.94406,0.807774,0.490682
09/01/2030 14:00,0.584853,0.944322,0.756341,0.917798,0.904608,0.726966,0.455912
09/01/2030 15:00,0.560516,0.937602,0.677486,0.87158,0.812784,0.628813,0.432462
09/01/2030 16:00,0.557573,0.906004,0.540776,0.783269,0.646418,0.452925,0.439041
09/01/2030 17:00,0.558568,0.841766,0.358963,0.677964,0.51513,0.311989,0.480004
09/01/2030 18:00,0.541361,0.646403,0.191024,0.531711,0.439285,0.204465,0.544494
09/01/2030 19:00,0.488712,0.374176,0.104915,0.387143,0.376139,0.138094,0.568049
09/01/2030 20:00,0.420844,0.206999,0.066746,0.272457,0.309918,0.123466,0.537835
09/01/2030 21:00,0.389696,0.190306,0.09064,0.206648,0.231892,0.137338,0.515673
09/01/2030 22:00,0.415566,0.197394,0.202785,0.220718,0.230326,0.194125,0.544813
09/01/2030 23:00,0.406032,0.175535,0.310472,0.168773,0.152279,0.278745,0.54767
10/01/2030 00:00,0.408727,0.109847,0.41426,0.115392,0.112413,0.352768,0.566325
10/01/2030 01:00,0.3895,0.046741,0.523312,0.031483,0.056831,0.324565,0.56576
10/01/2030 02:00,0.341646,0.041038,0.521525,0,0.007352,0.304181,0.562422
10/01/2030 03:00,0.322628,0.150302,0.536859,0.003156,0,0.350199,0.571465
10/01/2030 04:00,0.331265,0.385401,0.581154,0.051652,0,0.43925,0.578682
10/01/2030 05:00,0.341797,0.626032,0.680582,0.186355,0.008849,0.500276,0.600156
10/01/2030 06:00,0.401042,0.751436,0.77323,0.370913,0.090786,0.538896,0.632924
10/01/2030 07:00,0.419741,0.814984,0.842653,0.532096,0.208302,0.547368,0.644314
10/01/2030 08:00,0.418935,0.860007,0.865631,0.602586,0.286155,0.559598,0.650577
10/01/2030 09:00,0.476691,0.848722,0.870857,0.627835,0.330978,0.588184,0.65073
10/01/2030 10:00,0.54305,0.859924,0.880109,0.671969,0.368419,0.615697,0.675058
10/01/2030 11:00,0.595744,0.83112,0.883768,0.695205,0.472869,0.657393,0.657628
10/01/2030 12:00,0.621044,0.808134,0.889454,0.706297,0.567179,0.694153,0.639604
10/01/2030 13:00,0.62818,0.834109,0.899066,0.69686,0.582853,0.726483,0.613328
10/01/2030 14:00,0.638875,0.851833,0.923165,0.699514,0.62499,0.75989,0.571368
10/01/2030 15:00,0.669473,0.843953,0.937106,0.72308,0.66302,0.76256,0.556798
10/01/2030 16:00,0.701834,0.867456,0.944513,0.769727,0.659023,0.78367,0.544779
10/01/2030 17:00,0.716805,0.894836,0.945616,0.820384,0.699348,0.823211,0.543644
10/01/2030 18:00,0.726266,0.908395,0.94603,0.858375,0.773318,0.844667,0.542243
10/01/2030 19:00,0.756925,0.908883,0.947863,0.877956,0.83301,0.854515,0.554525
10/01/2030 20:00,0.788067,0.899491,0.949138,0.887574,0.851922,0.864068,0.544397
10/01/2030 21:00,0.805251,0.903581,0.94978,0.905278,0.849993,0.871339,0.51717
10/01/2030 22:00,0.768125,0.903352,0.949301,0.914053,0.820848,0.860218,0.500899
10/01/2030 23:00,0.780141,0.938301,0.949884,0.937431,0.854698,0.880534,0.505464
11/01/2030 00:00,0.821743,0.946218,0.949961,0.946462,0.891873,0.908608,0.510788
11/01/2030 01:00,0.869924,0.949462,0.949988,0.949524,0.927744,0.916722,0.525332
11/01/2030 02:00,0.871317,0.949941,0.949957,0.949973,0.946058,0.913127,0.638134
11/01/2030 03:00,0.86655,0.95,0.949921,0.949994,0.948533,0.916106,0.711324
11/01/2030 04:00,0.903765,0.95,0.949851,0.949999,0.949107,0.924621,0.721738
11/01/2030 05:00,0.921218,0.95,0.949822,0.949997,0.949276,0.930844,0.751459
11/01/2030 06:00,0.914919,0.95,0.949303,0.949989,0.948797,0.928565,0.770365
11/01/2030 07:00,0.909037,0.95,0.949197,0.949984,0.948342,0.924987,0.781071
11/01/2030 08:00,0.914222,0.95,0.949992,0.94999,0.948705,0.93276,0.790569
11/01/2030 09:00,0.920087,0.95,0.949998,0.949995,0.948719,0.928653,0.789748
11/01/2030 10:00,0.927136,0.95,0.949997,0.949997,0.949069,0.937069,0.786933
11/01/2030 11:00,0.933229,0.95,0.949851,0.949998,0.949222,0.938571,0.790976
11/01/2030 12:00,0.93321,0.95,0.949927,0.95,0.949759,0.935257,0.795747
11/01/2030 13:00,0.933237,0.95,0.949886,0.95,0.949953,0.926028,0.798267
11/01/2030 14:00,0.944821,0.95,0.949775,0.95,0.949962,0.93498,0.798816
11/01/2030 15:00,0.948129,0.95,0.949934,0.95,0.949986,0.940681,0.795733
11/01/2030 16:00,0.948033,0.95,0.949995,0.95,0.95,0.946156,0.795818
11/01/2030 17:00,0.948606,0.95,0.95,0.95,0.95,0.944965,0.798666
11/01/2030 18:00,0.948579,0.95,0.95,0.95,0.95,0.946755,0.798641
11/01/2030 19:00,0.946353,0.949995,0.95,0.949999,0.95,0.948897,0.787962
11/01/2030 20:00,0.94572,0.949996,0.95,0.949999,0.95,0.949309,0.773051
11/01/2030 21:00,0.946615,0.95,0.949993,0.949999,0.95,0.949432,0.761225
11/01/2030 22:00,0.94973,0.949999,0.949632,0.949972,0.95,0.949639,0.734617
11/01/2030 23:00,0.949811,0.949999,0.949731,0.949981,0.95,0.94946,0.751542
12/01/2030 00:00,0.949892,0.949995,0.947463,0.949818,0.949965,0.949041,0.769561
12/01/2030 01:00,0.949753,0.949997,0.949897,0.94741,0.949784,0.949641,0.787423
12/01/2030 02:00,0.94979,0.94998,0.949936,0.947567,0.949619,0.949922,0.794712
12/01/2030 03:00,0.949813,0.949957,0.949955,0.949548,0.949858,0.949953,0.791741
12/01/2030 04:00,0.949724,0.949922,0.949912,0.949799,0.949923,0.949959,0.787349
12/01/2030 05:00,0.948947,0.949822,0.949826,0.949802,0.949747,0.949709,0.778753
12/01/2030 06:00,0.947457,0.949846,0.949447,0.949792,0.949834,0.94983,0.772225
12/01/2030 07:00,0.946785,0.94994,0.949448,0.949834,0.949903,0.94983,0.779023
12/01/2030 08:00,0.948555,0.94998,0.949716,0.949724,0.949982,0.949779,0.789372
12/01/2030 09:00,0.949351,0.94998,0.949454,0.949837,0.95,0.949741,0.795135
12/01/2030 10:00,0.949849,0.95,0.949974,0.94974,0.95,0.94969,0.793565
12/01/2030 11:00,0.949835,0.949999,0.949974,0.949767,0.95,0.949761,0.791446
12/01/2030 12:00,0.949825,0.949993,0.949973,0.94979,0.95,0.949696,0.786911
12/01/2030 13:00,0.949773,0.949975,0.949898,0.949712,0.95,0.949713,0.781989
12/01/2030 14:00,0.949523,0.949986,0.949958,0.949891,0.95,0.949766,0.779066
12/01/2030 15:00,0.949216,0.949989,0.949964,0.949819,0.95,0.949411,0.774399
12/01/2030 16:00,0.949268,0.949994,0.949987,0.949909,0.95,0.949552,0.775065
12/01/2030 17:00,0.948104,0.949995,0.949993,0.949979,0.95,0.948331,0.774599
12/01/2030 18:00,0.946939,0.949999,0.949986,0.95,0.95,0.946984,0.771563
12/01/2030 19:00,0.946689,0.95,0.949941,0.949998,0.95,0.943688,0.769998
12/01/2030 20:00,0.946224,0.95,0.949717,0.949999,0.95,0.941532,0.769946
12/01/2030 21:00,0.94174,0.95,0.945577,0.95,0.95,0.943611,0.759812
12/01/2030 22:00,0.919156,0.95,0.885905,0.95,0.95,0.93651,0.724322
12/01/2030 23:00,0.918599,0.95,0.742451,0.95,0.95,0.934138,0.712858
13/01/2030 00:00,0.886528,0.95,0.603848,0.95,0.95,0.918985,0.703402
13/01/2030 01:00,0.825845,0.95,0.585314,0.95,0.95,0.854745,0.696458
13/01/2030 02:00,0.767213,0.95,0.6634,0.95,0.95,0.77356,0.689898
13/01/2030 03:00,0.767665,0.95,0.735871,0.95,0.95,0.755139,0.689427
13/01/2030 04:00,0.770369,0.95,0.763078,0.95,0.95,0.786792,0.669815
13/01/2030 05:00,0.75512,0.95,0.744718,0.95,0.95,0.785429,0.654664
13/01/2030 06:00,0.739743,0.949998,0.745525,0.95,0.95,0.786321,0.652222
13/01/2030 07:00,0.764786,0.95,0.739173,0.95,0.95,0.792666,0.652705
13/01/2030 08:00,0.782077,0.94998,0.714662,0.95,0.95,0.805325,0.663748
13/01/2030 09:00,0.751607,0.949925,0.697675,0.95,0.95,0.798894,0.651451
13/01/2030 10:00,0.771391,0.949895,0.728204,0.949998,0.949784,0.794991,0.692737
13/01/2030 11:00,0.73801,0.949964,0.723252,0.949999,0.949806,0.7959,0.65382
13/01/2030 12:00,0.735416,0.949949,0.706745,0.949997,0.949984,0.79863,0.608305
